date,value,drawdown
2020-03-04,100000.0,0.0
2020-03-05,102505.70033525173,0.0
2020-03-06,103918.93846998371,0.0
2020-03-09,102389.88950624374,1.4713862422503756
2020-03-10,104920.70543028771,0.0
2020-03-11,104658.02695013574,0.25035904884045884
2020-03-12,101843.95995528973,2.9324483307465536
2020-03-13,101066.05233868773,3.673872641049975
2020-03-16,99647.64330586375,5.025759312996167
2020-03-17,99518.34619256691,5.148992484910691
2020-03-18,99140.84831037889,5.508785988623685
2020-03-19,98425.66867503531,6.1904242147589095
2020-03-20,98514.96619256692,6.105314686410436
2020-03-23,96396.35298078573,8.124566466211764
2020-03-24,97575.60485693866,7.000620652736021
2020-03-25,99169.28485693866,5.481683095593042
2020-03-26,99561.17485693865,5.108172454015835
2020-03-27,100471.96485693865,4.2400978482792695
2020-03-30,100992.66485693866,3.7438183028219814
2020-03-31,101287.65133563182,3.462666477275827
2020-04-01,100723.69990838069,4.00016898923314
2020-04-02,101212.05276288294,3.534719531474079
2020-04-03,101244.93847881904,3.50337613190273
2020-04-07,101886.0527605724,2.8923296476800866
2020-04-08,102624.06769832248,2.1889270783555443
2020-04-09,102905.50049551777,1.9206932764180613
2020-04-10,102750.33881720061,2.068577983903427
2020-04-13,102151.3188172006,2.6395043778343275
2020-04-14,102380.92563752187,2.420665951825249
2020-04-15,102512.17919484462,2.2955680916989087
2020-04-16,103045.04919484464,1.7876893104662772
2020-04-17,102649.19156639316,2.164981501581505
2020-04-20,102844.95156639314,1.9784025044263158
2020-04-21,103543.94793081465,1.3121885654760583
2020-04-22,103884.58555926614,0.987526596177907
2020-04-23,103362.47770783733,1.4851479658471307
2020-04-24,104080.23281932599,0.8010550515409491
2020-04-27,103902.53367549014,0.9704202336631005
2020-04-28,102031.62167778553,2.7535878077199616
2020-04-29,102053.64071370653,2.732601448706558
2020-04-30,102321.65399555511,2.477157796522326
2020-05-06,102481.87227730441,2.3244536366596615
2020-05-07,102131.92979965272,2.657984064439914
2020-05-08,101740.65979965273,3.030903783570053
2020-05-11,100139.90792442227,4.556581550094455
2020-05-12,98500.83334316895,6.118784715362307
2020-05-13,98092.15292091998,6.5082983204919564
2020-05-14,98200.3988090948,6.40512908642048
2020-05-15,98172.88082870212,6.431356493374923
2020-05-18,98029.91274192862,6.567619479967682
2020-05-19,98027.98124099022,6.569460394904804
2020-05-20,98205.74237307458,6.400036131738306
2020-05-21,98246.01661571398,6.3616507220384495
