top_n_stocks,final_value,total_return,annual_return,sharpe_ratio,max_drawdown,total_trades,win_rate,sqn,calmar,top_n
1,162740.20691265597,62.740206912655964,9.020075464971738,0.570804464940561,25.24801081885496,14,71.42857142857143,1.0546431088470345,0.0,1
5,196425.11399631057,96.42511399631056,12.718585332992994,0.9774047448638515,17.984034535655734,55,61.81818181818181,3.5081130130378906,0.0,5
