date,value,drawdown
2020-03-04,100000.0,0.0
2020-03-05,102764.55477078752,0.0
2020-03-06,103925.22694276272,0.0
2020-03-09,100853.09729562723,2.956096164050213
2020-03-10,103045.43941071587,0.8465582014378392
2020-03-11,103367.09974766169,0.5370468860351093
2020-03-12,101291.79798146742,2.5339650812075423
2020-03-13,100300.23347942047,3.4880784675493026
2020-03-16,98608.65924778536,5.11576241051221
2020-03-17,97295.19430161348,6.379618150654376
2020-03-18,96787.09052528632,6.86853098854214
2020-03-19,96608.40061490274,7.0404718306650915
2020-03-20,97658.29131088934,6.030235214521032
2020-03-23,95070.03503396717,8.520733771091578
2020-03-24,96336.26094973272,7.302332856304132
2020-03-25,98112.39157701991,5.593286189256295
2020-03-26,100481.94982505307,3.3132254977956834
2020-03-27,102960.38622013698,0.9283989566432517
2020-03-30,105150.18730629304,0.0
2020-03-31,104283.25221787061,0.8244731755894281
2020-04-01,104158.63707725442,0.9429847482347554
2020-04-02,104507.18901343353,0.6115046576060931
2020-04-03,104413.66840075405,0.7004446919277276
2020-04-07,105066.33533501966,0.0797449566391451
2020-04-08,105078.49412886194,0.06818169255586626
2020-04-09,105480.12915483903,0.0
2020-04-10,105367.29783157434,0.1069692691588009
2020-04-13,104267.41583501056,1.1497078450181601
2020-04-14,104629.23118245053,0.8066903019614501
2020-04-15,104027.38571673681,1.3772674054747034
2020-04-16,103970.64215371179,1.4310629056126765
2020-04-17,103966.1677417412,1.4353048533676118
2020-04-20,104357.91571689979,1.0639098064545311
2020-04-21,103700.78689770868,1.6868980644860379
2020-04-22,104183.82822284648,1.2289527348697584
2020-04-23,103979.33687414414,1.4228199118829399
2020-04-24,102660.47054652273,2.673165676709776
2020-04-27,102395.02740715297,2.92481794666491
2020-04-28,100140.58282633212,5.062134803294327
2020-04-29,100504.60317284158,4.71702681999341
2020-04-30,101454.75643534731,3.816237950925041
2020-05-06,103075.62030057583,2.2795846701453253
2020-05-07,103883.31330011983,1.5138546639198383
2020-05-08,104115.80301153717,1.2934437549835645
2020-05-11,103591.87272295449,1.7901536972074459
