run_id,date,strategy,total_return_pct,sharpe,max_drawdown,run_dir,equity_curve,metrics_path,curve_csv
run_234807_d847b6,2026-01-24,MomAmtStrtg,271.0435482401188,1.8713291684668825,13.22366546398633,experiments/2026-01-24/run_234807_d847b6,experiments/2026-01-24/run_234807_d847b6/equity_curve.png,experiments/2026-01-24/run_234807_d847b6/metrics.json,experiments/2026-01-24/run_234807_d847b6/equity_curve.csv
run_172659_d847b6,2026-01-25,MomAmtStrtg,128.22941655938328,1.232118824323748,18.24271375556067,experiments/2026-01-25/run_172659_d847b6,experiments/2026-01-25/run_172659_d847b6/equity_curve.png,experiments/2026-01-25/run_172659_d847b6/metrics.json,experiments/2026-01-25/run_172659_d847b6/equity_curve.csv
